Country_name,year,Life_Ladder,Log_GDP_per_capita_x,Social_support_x,Healthy_life_expectancy_at_birth_x,Freedom_to_make_life_choices_x,Generosity_x,Perceptions_of_corruption_x,Regional_indicator,level_happiness_x,Life_Ladder_Avg,Log_GDP_per_capita_y,Social_support_y,Healthy_life_expectancy_at_birth_y,Freedom_to_make_life_choices_y,Generosity_y,Perceptions_of_corruption_y,level_happiness_y,MAE
Guatemala,2020,6.398900032,8.924805641,0.816621482,64.8089447,0.908147573,-0.042938665,0.783237457,Latin America and Caribbean,1,6.4076,9.0296,0.8150000000000001,64.5,0.8916000000000001,-0.0137999999999999,0.7944000000000001,1.0,0.008699968000000169
Guatemala,2021,6.435,9.053,0.813,64.958,0.906,-0.038,0.775,Latin America and Caribbean,1,6.3943800064000005,9.0139611282,0.8137242963999999,64.68178894,0.8994295146000001,-0.0325877329999999,0.7866474914000001,1.0,0.04061999359999913
Guinea,2017,4.874,7.792,0.634,53.3,0.738,0.038,0.75,Sub-Saharan Africa,0,4.874,7.792,0.634,53.3,0.738,0.038,0.75,0.0,0.0
Guinea,2018,5.252,7.823,0.63,54.4,0.731,0.092,0.778,Sub-Saharan Africa,0,5.252,7.823,0.63,54.4,0.731,0.092,0.778,0.0,0.0
Guinea,2019,4.768,7.849,0.655,55.5,0.691,0.097,0.756,Sub-Saharan Africa,0,4.768,7.849,0.655,55.5,0.691,0.097,0.756,0.0,0.0
Guinea,2020,4.949299812,7.750990391,0.637573481,54.46780014,0.706846774,0.076328471,0.761794448,Sub-Saharan Africa,0,4.400399999999999,7.766,0.6346,53.3,0.7103999999999999,0.0356,0.7698,0.0,0.5488998120000002
Guinea,2021,4.984,7.838,0.639,55.008,0.697,0.095,0.766,Sub-Saharan Africa,0,4.6892599624,7.787198078199999,0.6463146962,53.973560028,0.7185693548,0.0494656942,0.7697588895999999,0.0,0.29474003759999956
Haiti,2017,3.824,7.475,0.647,55.5,0.484,0.381,0.647,Latin America and Caribbean,1,3.824,7.475,0.647,55.5,0.484,0.381,0.647,1.0,0.0
Haiti,2018,3.615,7.477,0.538,55.7,0.591,0.422,0.72,Latin America and Caribbean,1,3.615,7.477,0.538,55.7,0.591,0.422,0.72,1.0,0.0
Haiti,2020,3.720799923,7.411329269,0.593247831,55.59862518,0.537825167,0.40053457,0.684767246,Latin America and Caribbean,1,3.65,7.476400000000001,0.5774000000000001,54.428,0.4572,0.3369999999999999,0.7382,1.0,0.07079992300000004
Haiti,2021,3.615,7.477,0.54,55.7,0.593,0.422,0.721,Latin America and Caribbean,1,3.6163599846,7.4632658538,0.5852495662000001,55.439725036000006,0.4629650334,0.360106914,0.7335534491999999,1.0,0.0013599845999996418
Honduras,2017,6.02,8.624,0.843,67.0,0.898,0.072,0.783,Latin America and Caribbean,1,6.02,8.624,0.843,67.0,0.898,0.072,0.783,1.0,0.0
Honduras,2018,5.908,8.643,0.827,67.2,0.872,0.099,0.804,Latin America and Caribbean,1,5.908,8.643,0.827,67.2,0.872,0.099,0.804,1.0,0.0
Honduras,2019,5.93,8.653,0.797,67.4,0.846,0.063,0.815,Latin America and Caribbean,1,5.93,8.653,0.797,67.4,0.846,0.063,0.815,1.0,0.0
Honduras,2020,5.953199863,8.424534798,0.821870148,67.19876862,0.870603263,0.086969115,0.801131904,Latin America and Caribbean,1,5.6702,8.617,0.8026,67.0,0.8,0.0434,0.8085999999999999,1.0,0.2829998629999997
Honduras,2021,5.919,8.648,0.812,67.3,0.857,0.081,0.809,Latin America and Caribbean,1,5.891839972600001,8.5875069596,0.8125740296,67.11975372399999,0.8673206526000001,0.080193823,0.7992263808,1.0,0.02716002739999901
Hong Kong S.A.R. of China,2017,5.362,11.0,0.831,76.79585281499999,0.831,0.14,0.416,East Asia,1,5.362,11.0,0.831,76.79585281499999,0.831,0.14,0.416,1.0,0.0
Hong Kong S.A.R. of China,2019,5.659,11.0,0.856,76.79585281499999,0.727,0.067,0.432,East Asia,1,5.659,11.0,0.856,76.79585281499999,0.727,0.067,0.432,1.0,0.0
Hong Kong S.A.R. of China,2020,5.510399818,10.9346714,0.845969081,76.77170563,0.779833794,0.134979904,0.420607209,East Asia,1,5.4922,10.9606,0.8358000000000001,76.79585281499999,0.8161999999999999,0.1506,0.4107999999999999,1.0,0.03709981799999973
Hong Kong S.A.R. of China,2020,5.510399818,10.9346714,0.845969081,76.77170563,0.779833794,0.134979904,0.420607209,East Asia,1,5.4544,10.967193427999998,0.8331999999999999,76.79585281499999,0.7812,0.14279959808,0.4107999999999999,1.0,0.03709981799999973
Hong Kong S.A.R. of China,2021,5.477,11.0,0.836,76.82,0.717,0.067,0.403,East Asia,1,5.4648799636,10.966127707999998,0.8355938162,76.79102337799999,0.7685667588,0.12499557888,0.4103214417999999,1.0,0.0121200364000007
Hungary,2017,6.065,10.293,0.877,67.2,0.661,-0.139,0.886,Central and Eastern Europe,1,6.065,10.293,0.877,67.2,0.661,-0.139,0.886,1.0,0.0
Hungary,2018,5.936,10.344,0.941,67.6,0.693,-0.243,0.911,Central and Eastern Europe,1,5.936,10.344,0.941,67.6,0.693,-0.243,0.911,1.0,0.0
Hungary,2019,6.0,10.393,0.947,68.0,0.798,-0.195,0.884,Central and Eastern Europe,1,6.0,10.393,0.947,68.0,0.798,-0.195,0.884,1.0,0.0
Hungary,2020,6.000400066,10.24924374,0.921934128,67.60997009,0.718964577,-0.194323018,0.892916501,Central and Eastern Europe,1,5.7588,10.3002,0.9048,67.2,0.6528,-0.1924,0.9026,1.0,0.17220006600000026
Hungary,2020,6.000400066,10.24924374,0.921934128,67.60997009,0.718964577,-0.194323018,0.892916501,Central and Eastern Europe,1,5.8976,10.3226,0.9216,67.6,0.6954,-0.1768,0.8882,1.0,0.17220006600000026
Hungary,2021,5.992,10.358,0.943,68.0,0.755,-0.186,0.876,Central and Eastern Europe,1,6.0078800132,10.322848748000002,0.9259868256,67.76199401800001,0.7283929154,-0.1782646036,0.8819833001999999,1.0,0.01588001320000032
Iceland,2017,7.476,10.925,0.967,73.0,0.939,0.246,0.727,Western Europe,2,7.476,10.925,0.967,73.0,0.939,0.246,0.727,2.0,0.0
Iceland,2019,7.533,10.931,0.982,73.0,0.959,0.2545634598571428,0.699,Western Europe,2,7.533,10.931,0.982,73.0,0.959,0.242743027375,0.699,2.0,0.0
Iceland,2020,7.504499912,10.77255917,0.974669576,73.0,0.948891878,0.246944219,0.711709738,Western Europe,2,7.5036,10.884599999999995,0.9762,72.968,0.9426,0.2753486054749999,0.6993999999999999,2.0,0.007400000000000073
Iceland,2020,7.504499912,10.77255917,0.974669576,73.0,0.948891878,0.246944219,0.711709738,Western Europe,2,7.5184,10.8876,0.9793999999999998,73.0,0.9478,0.246148605475,0.6856,2.0,0.007400000000000073
Iceland,2021,7.554,10.878,0.983,73.0,0.955,0.16,0.673,Western Europe,2,7.519699982400001,10.871311834,0.9783339152,73.0,0.9495783756,0.235337449275,0.7001419476,2.0,0.03430001759999968
India,2017,4.046,8.73,0.607,59.7,0.886,-0.042,0.781,South Asia,0,4.046,8.73,0.607,59.7,0.886,-0.042,0.781,0.0,0.0
India,2018,3.818,8.779,0.638,60.1,0.89,0.085,0.805,South Asia,0,3.818,8.779,0.638,60.1,0.89,0.085,0.805,0.0,0.0
India,2019,3.249,8.818,0.561,60.5,0.876,0.112,0.752,South Asia,0,3.249,8.818,0.561,60.5,0.876,0.112,0.752,0.0,0.0
India,2020,3.573299885,8.849823952,0.592200935,60.21518707,0.881444871,0.057551607,0.772042692,South Asia,0,3.9268,8.7208,0.606,59.7,0.8498000000000001,0.0392,0.7758,0.0,0.34180011500000007
India,2020,3.573299885,8.849823952,0.592200935,60.21518707,0.881444871,0.057551607,0.772042692,South Asia,0,3.9034,8.7406,0.6073999999999999,60.1,0.8756,0.0552,0.7766,0.0,0.34180011500000007
India,2021,3.819,8.755,0.603,60.633,0.893,0.089,0.774,South Asia,0,3.782259977,8.7759647904,0.6030401870000001,60.283037414,0.8878889742,0.0575103213999999,0.7780085384000001,0.0,0.03674002300000012
Indonesia,2017,5.098,9.3,0.796,61.9,0.865,0.488,0.9,Southeast Asia,1,5.098,9.3,0.796,61.9,0.865,0.488,0.9,1.0,0.0
Indonesia,2018,5.34,9.339,0.809,62.1,0.879,0.512,0.868,Southeast Asia,1,5.34,9.339,0.809,62.1,0.879,0.512,0.868,1.0,0.0
Indonesia,2019,5.347,9.377,0.802,62.3,0.866,0.555,0.861,Southeast Asia,1,5.347,9.377,0.802,62.3,0.866,0.555,0.861,1.0,0.0
Indonesia,2020,5.285600185,9.36975193,0.808379889,62.15584946,0.870614409,0.519586504,0.876296401,Southeast Asia,1,5.1928,9.3006,0.8016000000000002,61.9,0.8438000000000001,0.5052000000000001,0.893,1.0,0.09280018499999976
Indonesia,2021,5.345,9.365,0.811,62.236,0.873,0.542,0.867,Southeast Asia,1,5.241320037,9.329550386,0.8014759778,62.031169892,0.8621228818000001,0.5149173008,0.8790592802000001,1.0,0.10367996299999938
Iran,2017,4.717,9.584,0.714,65.7,0.731,0.218,0.715,Middle East and North Africa,1,4.717,9.584,0.714,65.7,0.731,0.218,0.715,1.0,0.0
Iran,2018,4.278,9.546191083222222,0.674,66.0,0.603,0.196611387875,0.703,Middle East and North Africa,1,4.278,9.546191083222222,0.674,66.0,0.603,0.196611387875,0.703,1.0,0.0
Iran,2019,5.006,9.546191083222222,0.698,66.3,0.623,0.196611387875,0.728,Middle East and North Africa,1,5.006,9.546191083222222,0.698,66.3,0.623,0.196611387875,0.728,1.0,0.0
Iran,2020,4.672399998,9.813719749,0.694689691,66.00614929,0.647873282,0.117891103,0.714635968,Middle East and North Africa,1,4.6808,9.53727643328889,0.6447999999999999,65.7,0.702,0.1946445551499999,0.7116,1.0,0.019900001999999084
Iran,2020,4.672399998,9.813719749,0.694689691,66.00614929,0.647873282,0.117891103,0.714635968,Middle East and North Africa,1,4.703799999999999,9.556714649933337,0.6818,66.0,0.6660000000000001,0.198766832725,0.7138,1.0,0.019900001999999084
Iran,2021,4.721,9.584,0.71,66.3,0.608,0.218,0.714,Middle East and North Africa,1,4.7076799996,9.607258599733331,0.7075379382,66.121229858,0.6409746564,0.185145053325,0.7141271936,1.0,0.013320000400000254
Iraq,2017,4.462,9.303,0.695,59.6,0.628,0.0,0.757,Middle East and North Africa,1,4.462,9.303,0.695,59.6,0.628,0.0,0.757,1.0,0.0
Iraq,2018,4.886,9.274,0.764,60.2,0.598,-0.068,0.887,Middle East and North Africa,1,4.886,9.274,0.764,60.2,0.598,-0.068,0.887,1.0,0.0
Iraq,2020,4.784800053,9.661095619,0.747694969,59.90354919,0.633182645,-0.06956476,0.82226181,Middle East and North Africa,1,4.5592,9.2844,0.7173999999999999,59.16799999999999,0.6274,-0.0204,0.7862,1.0,0.20130005299999976
Iraq,2020,4.784800053,9.661095619,0.747694969,59.90354919,0.633182645,-0.06956476,0.82226181,Middle East and North Africa,1,4.6078,9.2678,0.7140000000000001,59.71999999999999,0.6382,-0.0244,0.8108000000000001,1.0,0.20130005299999976
Iraq,2021,4.854,9.24,0.746,60.583,0.63,-0.053,0.875,Middle East and North Africa,1,4.6661600106,9.3518191238,0.7267389938,60.020709838,0.6450365289999999,-0.0421129519999999,0.8228523619999999,1.0,0.18783998940000046
Ireland,2017,7.06,11.266,0.943,72.2,0.905,0.216,0.337,Western Europe,2,7.06,11.266,0.943,72.2,0.905,0.216,0.337,2.0,0.0
Ireland,2018,6.962,11.332,0.938,72.3,0.861,0.144,0.362,Western Europe,2,6.962,11.332,0.938,72.3,0.861,0.144,0.362,2.0,0.0
Ireland,2019,7.255,11.371,0.944,72.4,0.892,0.074,0.373,Western Europe,2,7.255,11.371,0.944,72.4,0.892,0.074,0.373,2.0,0.0
Ireland,2020,7.093699932,11.16097832,0.942081571,72.30078888,0.886982977,0.145784974,0.357184172,Western Europe,2,7.0296,11.2684,0.9472,72.2,0.885,0.1682,0.376,2.0,0.04359993200000023
Ireland,2020,7.093699932,11.16097832,0.942081571,72.30078888,0.886982977,0.145784974,0.357184172,Western Europe,2,7.070599999999999,11.2982,0.9486,72.3,0.883,0.1244,0.3654,2.0,0.04359993200000023
Ireland,2021,7.085,11.342,0.947,72.4,0.879,0.077,0.363,Western Europe,2,7.081139986399999,11.290595664,0.9454163141999998,72.340157776,0.8853965953999999,0.1187569948,0.3570368344,2.0,0.0038600136000006557
Israel,2017,7.331,10.57,0.916,73.1,0.768,0.145,0.793,Middle East and North Africa,1,7.331,10.57,0.916,73.1,0.768,0.145,0.793,1.0,0.0
Israel,2018,6.927,10.585,0.91,73.3,0.725,0.055,0.77,Middle East and North Africa,1,6.927,10.585,0.91,73.3,0.725,0.055,0.77,1.0,0.0
Israel,2019,7.332,10.601,0.946,73.5,0.834,0.085,0.743,Middle East and North Africa,1,7.332,10.601,0.946,73.5,0.834,0.085,0.743,1.0,0.0
Israel,2020,7.128600121,10.41752529,0.913571239,73.20025635,0.747580588,0.10259372,0.78085506,Middle East and North Africa,1,7.1656,10.5694,0.9052,73.1,0.7704000000000001,0.1092,0.7798,1.0,0.04859987900000062
Israel,2020,7.128600121,10.41752529,0.913571239,73.20025635,0.747580588,0.10259372,0.78085506,Middle East and North Africa,1,7.1888000000000005,10.5698,0.9242,73.3,0.786,0.0778,0.7716,1.0,0.04859987900000062
Israel,2021,7.157,10.575,0.939,73.503,0.8,0.031,0.753,Middle East and North Africa,1,7.1827200242,10.542305058,0.9289142478,73.36005127,0.7811161176,0.067718744,0.7669710120000001,1.0,0.02572002419999997
Italy,2017,6.199,10.64,0.92,73.4,0.633,-0.035,0.867,Western Europe,2,6.199,10.64,0.92,73.4,0.633,-0.035,0.867,2.0,0.0
Italy,2018,6.517,10.65,0.913,73.6,0.65,-0.021,0.888,Western Europe,2,6.517,10.65,0.913,73.6,0.65,-0.021,0.888,2.0,0.0
Italy,2019,6.445,10.655,0.838,73.8,0.709,-0.082,0.866,Western Europe,2,6.445,10.655,0.838,73.8,0.709,-0.082,0.866,2.0,0.0
Italy,2020,6.38740015,10.48183632,0.889878571,73.60168457,0.66465199,-0.043460999,0.873404682,Western Europe,2,6.1928,10.635000000000002,0.9014,73.4,0.6382,-0.0566,0.8873999999999999,2.0,0.13060015000000025
Italy,2020,6.38740015,10.48183632,0.889878571,73.60168457,0.66465199,-0.043460999,0.873404682,Western Europe,2,6.3208,10.626,0.8976,73.6,0.6668000000000001,-0.0738,0.8736,2.0,0.13060015000000025
Italy,2021,6.483,10.623,0.88,73.8,0.693,-0.084,0.866,Western Europe,2,6.40728003,10.597967264,0.8901757142000001,73.68033691400001,0.674930398,-0.0662921998,0.8676809364,2.0,0.07571996999999975
Ivory Coast,2017,5.038,8.483,0.661,48.9,0.732,-0.111,0.771,Sub-Saharan Africa,0,5.038,8.483,0.661,48.9,0.732,-0.111,0.771,0.0,0.0
Ivory Coast,2018,5.268,8.523,0.621,49.5,0.713,-0.05,0.791,Sub-Saharan Africa,0,5.268,8.523,0.621,49.5,0.713,-0.05,0.791,0.0,0.0
Ivory Coast,2019,5.392,8.564,0.679,50.1,0.736,-0.017,0.799,Sub-Saharan Africa,0,5.392,8.564,0.679,50.1,0.736,-0.017,0.799,0.0,0.0
Ivory Coast,2020,5.233300209,8.225561142,0.658048689,49.50377274,0.727909327,-0.043991156,0.790771961,Sub-Saharan Africa,0,4.9372,8.48,0.6564,48.9,0.75,-0.0548,0.7724,0.0,0.2149002090000005
Ivory Coast,2020,5.233300209,8.225561142,0.658048689,49.50377274,0.727909327,-0.043991156,0.790771961,Sub-Saharan Africa,0,5.0996,8.5144,0.6382000000000001,49.5,0.744,-0.041,0.779,0.0,0.2149002090000005
Ivory Coast,2021,5.306,8.551,0.644,50.114,0.741,-0.016,0.794,Sub-Saharan Africa,0,5.2376600418,8.472112228399999,0.6464097378,49.740754548,0.7357818654,-0.0411982312,0.7857543922000001,0.0,0.06833995820000016
Jamaica,2017,5.89,9.169,0.913,67.1,0.861,-0.13,0.883,Latin America and Caribbean,1,5.89,9.169,0.913,67.1,0.861,-0.13,0.883,1.0,0.0
Jamaica,2019,6.309,9.186,0.878,67.5,0.891,-0.137,0.885,Latin America and Caribbean,1,6.309,9.186,0.878,67.5,0.891,-0.137,0.885,1.0,0.0
Jamaica,2020,5.889800072,9.006250381,0.915701866,67.09999847,0.858068526,-0.125106767,0.888890028,Latin America and Caribbean,1,5.7186,9.1644,0.877,66.772,0.8300000000000001,-0.0706,0.8938,1.0,0.17120007199999954
Jamaica,2021,6.309,9.186,0.877,67.5,0.89,-0.137,0.884,Latin America and Caribbean,1,5.821760014400001,9.1328500762,0.8891403732000001,66.947999694,0.8424137052,-0.0828213534,0.8897780055999999,1.0,0.4872399855999996
Japan,2017,5.911,10.618,0.882,74.9,0.849,-0.206,0.659,East Asia,1,5.911,10.618,0.882,74.9,0.849,-0.206,0.659,1.0,0.0
Japan,2018,5.794,10.623,0.886,75.0,0.773,-0.261,0.687,East Asia,1,5.794,10.623,0.886,75.0,0.773,-0.261,0.687,1.0,0.0
Japan,2019,5.908,10.632,0.878,75.1,0.806,-0.255,0.617,East Asia,1,5.908,10.632,0.878,75.1,0.806,-0.255,0.617,1.0,0.0
Japan,2020,5.870800018,10.57968903,0.883545935,75.00096893,0.809961379,-0.246910349,0.654558063,East Asia,1,5.889600000000001,10.6112,0.8938,74.9,0.8192,-0.1878,0.663,1.0,0.04259998200000048
Japan,2020,5.870800018,10.57968903,0.883545935,75.00096893,0.809961379,-0.246910349,0.654558063,East Asia,1,5.9372,10.6096,0.8865999999999999,74.99999999999999,0.8140000000000001,-0.2086,0.654,1.0,0.04259998200000048
Japan,2021,5.94,10.611,0.884,75.1,0.796,-0.258,0.638,East Asia,1,5.920360003600001,10.606537806,0.883309187,75.040193786,0.8087922757999999,-0.2455820698,0.6453116126,1.0,0.019639996399999582
Jordan,2017,4.808,9.194,0.815,66.6,0.766,-0.152,0.7147814413333333,Middle East and North Africa,1,4.808,9.194,0.815,66.6,0.766,-0.152,0.7147814413333333,1.0,0.0
Jordan,2018,4.639,9.196,0.8,66.8,0.762,-0.186,0.7147814413333333,Middle East and North Africa,1,4.639,9.196,0.8,66.8,0.762,-0.186,0.7147814413333333,1.0,0.0
Jordan,2019,4.453,9.201,0.793,67.0,0.726,-0.165,0.7147814413333333,Middle East and North Africa,1,4.453,9.201,0.793,67.0,0.726,-0.165,0.7147814413333333,1.0,0.0
Jordan,2020,4.633399963,9.025999069,0.80216372,66.79975128,0.75104779,-0.162565202,0.700344324,Middle East and North Africa,1,4.9152000000000005,9.199,0.8116,66.6,0.7584000000000001,-0.1173999999999999,0.7147814413333333,1.0,0.1507000370000009
Jordan,2020,4.633399963,9.025999069,0.80216372,66.79975128,0.75104779,-0.162565202,0.700344324,Middle East and North Africa,1,4.6530000000000005,9.1876,0.7874,66.8,0.7607999999999999,-0.1382,0.7147814413333333,1.0,0.1507000370000009
Jordan,2021,4.395,9.182,0.767,67.0,0.755,-0.167,0.705,Middle East and North Africa,1,4.525479992599999,9.1533998138,0.783832744,66.879950256,0.7568095579999999,-0.1631130404,0.7118940178666666,1.0,0.13047999259999976
Kazakhstan,2017,5.882,10.121,0.914,64.0,0.745,-0.035,0.755,Commonwealth of Independent States,1,5.882,10.121,0.914,64.0,0.745,-0.035,0.755,1.0,0.0
Kazakhstan,2018,6.008,10.148,0.937,64.6,0.84,-0.098,0.824,Commonwealth of Independent States,1,6.008,10.148,0.937,64.6,0.84,-0.098,0.824,1.0,0.0
Kazakhstan,2019,6.272,10.179,0.951,65.2,0.852,-0.055,0.708,Commonwealth of Independent States,1,6.272,10.179,0.951,65.2,0.852,-0.055,0.708,1.0,0.0
Kazakhstan,2020,6.057899952,10.11465836,0.934744895,64.60996246,0.811601937,-0.068488635,0.764490843,Commonwealth of Independent States,1,5.9292,10.1282,0.9322,64.0,0.792,-0.0522,0.7405999999999999,1.0,0.10689995200000002
Kazakhstan,2020,6.057899952,10.11465836,0.934744895,64.60996246,0.811601937,-0.068488635,0.764490843,Commonwealth of Independent States,1,5.972799999999999,10.1356,0.9392,64.6,0.8183999999999999,-0.056,0.73,1.0,0.10689995200000002
Kazakhstan,2021,6.152,10.155,0.952,65.2,0.853,-0.069,0.733,Commonwealth of Independent States,1,6.077579990399999,10.139531672,0.940548979,64.841992492,0.8241203874,-0.062497727,0.7424981686,1.0,0.07442000960000072
Kenya,2017,4.476,8.306,0.715,59.5,0.853,0.234,0.854,Sub-Saharan Africa,0,4.476,8.306,0.715,59.5,0.853,0.234,0.854,0.0,0.0
Kenya,2018,4.656,8.344,0.707,60.1,0.821,0.291,0.844,Sub-Saharan Africa,0,4.656,8.344,0.707,60.1,0.821,0.291,0.844,0.0,0.0
Kenya,2019,4.619,8.373,0.676,60.7,0.818,0.31,0.794,Sub-Saharan Africa,0,4.619,8.373,0.676,60.7,0.818,0.31,0.794,0.0,0.0
Kenya,2020,4.583000183,8.02977562,0.702652037,60.09693146,0.829747558,0.294681519,0.831499159,Sub-Saharan Africa,0,4.501,8.310799999999999,0.7162,59.5,0.8068,0.2708,0.8346,0.0,0.06310018299999998
Kenya,2020,4.583000183,8.02977562,0.702652037,60.09693146,0.829747558,0.294681519,0.831499159,Sub-Saharan Africa,0,4.5388,8.334,0.6956,60.1,0.7886,0.2786,0.8314,0.0,0.06310018299999998
Kenya,2021,4.607,8.361,0.688,60.704,0.779,0.287,0.825,Sub-Saharan Africa,0,4.5762000366,8.283555124,0.6949304074,60.33938629200001,0.8047495116000001,0.2779363038,0.8320998317999999,0.0,0.030799963399999797
Kosovo,2017,6.149,9.262,0.792,63.849277635,0.858,0.117,0.925,Central and Eastern Europe,1,6.149,9.262,0.792,63.849277635,0.858,0.117,0.925,1.0,0.0
Kosovo,2018,6.392,9.296,0.822,63.849277635,0.89,0.269,0.922,Central and Eastern Europe,1,6.392,9.296,0.822,63.849277635,0.89,0.269,0.922,1.0,0.0
Kosovo,2019,6.425,9.339,0.843,63.849277635,0.841,0.247,0.92,Central and Eastern Europe,1,6.425,9.339,0.843,63.849277635,0.841,0.247,0.92,1.0,0.0
Kosovo,2020,6.325200081,9.204429626,0.820726514,63.88555527,0.861535907,0.190933764,0.922328293,Central and Eastern Europe,1,5.9604,9.2614,0.8172,63.849277635,0.7954000000000001,0.1878,0.9118,1.0,0.24310008100000013
Kosovo,2020,6.325200081,9.204429626,0.820726514,63.88555527,0.861535907,0.190933764,0.922328293,Central and Eastern Europe,1,6.2038,9.259852763476925,0.8146000000000001,63.849277635,0.8592000000000001,0.1810759040615384,0.9236,1.0,0.24310008100000013
Kosovo,2021,6.372,9.318,0.821,63.813,0.869,0.257,0.917,Central and Eastern Europe,1,6.317040016200001,9.255138688676924,0.8139453027999999,63.856533162000005,0.8661071814,0.1942626568615384,0.9198656586,1.0,0.054959983799999
Kuwait,2017,6.094,10.837,0.853,66.5,0.884,-0.005,0.6435698118,Middle East and North Africa,1,6.094,10.837,0.853,66.5,0.884,-0.005,0.6435698118,1.0,0.0
Kuwait,2019,6.106,10.817,0.842,66.9,0.867,-0.104,0.6435698118,Middle East and North Africa,1,6.106,10.817,0.842,66.9,0.867,-0.104,0.6435698118,1.0,0.0
Kuwait,2020,6.102099895,11.08982468,0.846475244,66.76764679,0.872366488,-0.100184701,0.760849059,Middle East and North Africa,1,6.0946,10.8842,0.8454086407999999,66.32000000000001,0.8487884816,-0.0286546175249999,0.6435698118,1.0,0.007499895000000478
Kuwait,2021,6.106,10.817,0.843,66.9,0.867,-0.104,0.736,Middle East and North Africa,1,6.079019979,10.913164936,0.8418950488,66.513529358,0.8572732975999999,-0.0404369402,0.66702566124,1.0,0.026980020999999965
Kyrgyzstan,2017,5.63,8.526,0.883,63.8,0.859,0.143,0.874,Commonwealth of Independent States,1,5.63,8.526,0.883,63.8,0.859,0.143,0.874,1.0,0.0
Kyrgyzstan,2018,5.297,8.543,0.898,64.1,0.945,0.267,0.907,Commonwealth of Independent States,1,5.297,8.543,0.898,64.1,0.945,0.267,0.907,1.0,0.0
Kyrgyzstan,2019,5.685,8.567,0.877,64.4,0.92,-0.002,0.885,Commonwealth of Independent States,1,5.685,8.567,0.877,64.4,0.92,-0.002,0.885,1.0,0.0
Kyrgyzstan,2020,5.541500092,8.148405075,0.887228489,64.10601044,0.909374893,0.154772058,0.888396084,Commonwealth of Independent States,1,5.2748,8.5226,0.8858,63.8,0.8702,0.1328,0.8882,1.0,0.13449999999999962
Kyrgyzstan,2020,5.541500092,8.148405075,0.887228489,64.10601044,0.909374893,0.154772058,0.888396084,Commonwealth of Independent States,1,5.543799999999999,8.5278,0.8948,64.1,0.8946,0.1133999999999999,0.9028,1.0,0.13449999999999962
Kyrgyzstan,2021,5.744,8.538,0.893,64.401,0.935,0.119,0.908,Commonwealth of Independent States,1,5.6807000184,8.457481014999999,0.8894456978,64.221202088,0.9136749786,0.1331544116,0.8970792168000001,1.0,0.06329998160000017
Laos,2017,4.623,8.89,0.707,58.3,0.891,0.073,0.592,Southeast Asia,1,4.623,8.89,0.707,58.3,0.891,0.073,0.592,1.0,0.0
Laos,2018,4.859,8.935,0.705,58.7,0.907,0.141,0.634,Southeast Asia,1,4.859,8.935,0.705,58.7,0.907,0.141,0.634,1.0,0.0
Laos,2019,5.197,8.965,0.729,59.1,0.906,0.061,0.62,Southeast Asia,1,5.197,8.965,0.729,59.1,0.906,0.061,0.62,1.0,0.0
Laos,2020,4.888599873,8.79858017,0.737502217,58.70992279,0.907213569,0.11137148,0.634679317,Southeast Asia,1,4.851799999999999,8.7898,0.705,57.8,0.8977203876857143,0.1931999999999999,0.6144194090571429,1.0,0.05800000000000072
Laos,2020,4.888599873,8.79858017,0.737502217,58.70992279,0.907213569,0.11137148,0.634679317,Southeast Asia,1,4.9678,8.8722,0.6988000000000001,58.44000000000001,0.9043203876857144,0.1296,0.6466194090571429,1.0,0.05800000000000072
Laos,2021,5.03,8.947,0.728,58.968,0.91,0.123,0.658,Southeast Asia,1,4.9703199746,8.909716034,0.7077004434,58.861984558,0.9052427138,0.1054742959999999,0.6457358634,1.0,0.0596800254000005
Latvia,2017,5.978,10.257,0.895,66.5,0.7,-0.154,0.798,Central and Eastern Europe,1,5.978,10.257,0.895,66.5,0.7,-0.154,0.798,1.0,0.0
Latvia,2018,5.901,10.307,0.913,66.8,0.608,-0.212,0.799,Central and Eastern Europe,1,5.901,10.307,0.913,66.8,0.608,-0.212,0.799,1.0,0.0
Latvia,2019,5.97,10.336,0.936,67.1,0.698,-0.194,0.789,Central and Eastern Europe,1,5.97,10.336,0.936,67.1,0.698,-0.194,0.789,1.0,0.0
Latvia,2020,5.949999809,10.17531967,0.918288589,66.8074646,0.671237648,-0.186888844,0.795580089,Central and Eastern Europe,1,5.933999999999999,10.2592,0.908,66.5,0.6694000000000001,-0.1586,0.8124,1.0,0.034800000000000164
Latvia,2020,5.949999809,10.17531967,0.918288589,66.8074646,0.671237648,-0.186888844,0.795580089,Central and Eastern Europe,1,6.0036,10.2822,0.9178,66.8,0.7021999999999999,-0.1588,0.8126,1.0,0.034800000000000164
Latvia,2021,6.032,10.315,0.927,67.1,0.715,-0.162,0.8,Central and Eastern Europe,1,6.0055999618,10.275063934,0.9180577178,66.92149292,0.6994475295999999,-0.1649777687999999,0.7981160178000001,1.0,0.026400038200000253
Lebanon,2017,5.154,9.681,0.777,66.6,0.605,-0.074,0.911,Middle East and North Africa,1,5.154,9.681,0.777,66.6,0.605,-0.074,0.911,1.0,0.0
Lebanon,2018,5.167,9.656,0.829,67.1,0.607,-0.066,0.907,Middle East and North Africa,1,5.167,9.656,0.829,67.1,0.607,-0.066,0.907,1.0,0.0
