Country_name,year,Life_Ladder,Log_GDP_per_capita_x,Social_support_x,Healthy_life_expectancy_at_birth_x,Freedom_to_make_life_choices_x,Generosity_x,Perceptions_of_corruption_x,Regional_indicator,level_happiness_x,Life_Ladder_Avg,Log_GDP_per_capita_y,Social_support_y,Healthy_life_expectancy_at_birth_y,Freedom_to_make_life_choices_y,Generosity_y,Perceptions_of_corruption_y,level_happiness_y,MAE
Chile,2021,6.172,10.071,0.882,70.0,0.742,-0.044,0.83,Latin America and Caribbean,1,6.2154999778,10.063210979999996,0.881342719,69.940123902,0.7527792586000002,-0.0431336734,0.8324478862,1.0,0.0434999778000007
China,2017,5.099,9.571,0.772,69.0,0.878,-0.175,0.7544855500000001,East Asia,1,5.099,9.571,0.772,69.0,0.878,-0.175,0.7544855500000001,1.0,0.0
China,2018,5.131,9.632,0.788,69.3,0.895,-0.159,0.7544855500000001,East Asia,1,5.131,9.632,0.788,69.3,0.895,-0.159,0.7544855500000001,1.0,0.0
China,2019,5.144,9.688,0.822,69.6,0.927,-0.173,0.7544855500000001,East Asia,1,5.144,9.688,0.822,69.6,0.927,-0.173,0.7544855500000001,1.0,0.0
China,2020,5.123899937,9.688568115,0.798760593,69.2891922,0.898517907,-0.18142575,0.7539711,East Asia,1,5.2006,9.57,0.7836000000000001,69.0,0.8820551966181818,-0.1958,0.7544855500000001,1.0,0.12340006299999962
China,2020,5.123899937,9.688568115,0.798760593,69.2891922,0.898517907,-0.18142575,0.7539711,East Asia,1,5.294,9.6206,0.7864000000000001,69.3,0.8892275983090908,-0.1676,0.7544855500000001,1.0,0.12340006299999962
China,2021,5.339,9.673,0.811,69.593,0.904,-0.146,0.755,East Asia,1,5.2537799874,9.656313623,0.7977521186000001,69.41783844,0.8979035813999999,-0.1582851499999999,0.7543826600000001,1.0,0.08522001260000067
Colombia,2017,6.157,9.569,0.909,67.4,0.838,-0.157,0.875,Latin America and Caribbean,1,6.157,9.569,0.909,67.4,0.838,-0.157,0.875,1.0,0.0
Colombia,2018,5.984,9.579,0.871,67.7,0.851,-0.148,0.855,Latin America and Caribbean,1,5.984,9.579,0.871,67.7,0.851,-0.148,0.855,1.0,0.0
Colombia,2019,6.35,9.598,0.873,68.0,0.822,-0.172,0.854,Latin America and Caribbean,1,6.35,9.598,0.873,68.0,0.822,-0.172,0.854,1.0,0.0
Colombia,2020,6.163400173,9.500369072,0.884440243,67.69958496,0.836179912,-0.161235645,0.86457181,Latin America and Caribbean,1,6.2226,9.5762,0.885,67.4,0.8273999999999999,-0.1354,0.865,1.0,0.06789999999999985
Colombia,2020,6.163400173,9.500369072,0.884440243,67.69958496,0.836179912,-0.161235645,0.86457181,Latin America and Caribbean,1,6.0868,9.5624,0.8664,67.7,0.8371999999999999,-0.1324,0.858,1.0,0.06789999999999985
Colombia,2021,6.012,9.557,0.847,68.001,0.837,-0.135,0.841,Latin America and Caribbean,1,6.072680034599999,9.5482738144,0.8668880486000001,67.819916992,0.8374359824,-0.1446471289999999,0.8513143620000001,1.0,0.06068003459999982
Comoros,2018,3.973,8.028,0.621,57.2,0.56,0.086,0.794,Sub-Saharan Africa,0,3.973,8.028,0.621,57.2,0.56,0.086,0.794,0.0,0.0
Comoros,2019,4.609,8.033,0.632,57.5,0.538,0.077,0.762,Sub-Saharan Africa,0,4.609,8.033,0.632,57.5,0.538,0.077,0.762,0.0,0.0
Comoros,2020,4.288599968,7.833630085,0.625662446,57.34901047,0.547612607,0.090008408,0.780622602,Sub-Saharan Africa,0,4.0376,7.999,0.683,55.952,0.5322000000000001,-0.0056,0.736,0.0,0.25099996799999946
Comoros,2021,4.289,8.031,0.626,57.349,0.548,0.082,0.781,Sub-Saharan Africa,0,4.1329199936,7.972726017000001,0.6639324891999999,56.481802094,0.5359225214000001,0.0114016815999999,0.7439245204,0.0,0.15608000639999986
Congo (Brazzaville),2017,4.884,8.146,0.655,57.3,0.778,-0.131,0.763,Sub-Saharan Africa,0,4.884,8.146,0.655,57.3,0.778,-0.131,0.763,0.0,0.0
Congo (Brazzaville),2018,5.49,8.136,0.621,57.9,0.699,-0.092,0.738,Sub-Saharan Africa,0,5.49,8.136,0.621,57.9,0.699,-0.092,0.738,0.0,0.0
Congo (Brazzaville),2019,5.213,8.101,0.625,58.5,0.686,-0.046,0.741,Sub-Saharan Africa,0,5.213,8.101,0.625,58.5,0.686,-0.046,0.741,0.0,0.0
Congo (Brazzaville),2020,5.194399834,8.536987305,0.640228093,57.92448044,0.719058514,-0.123674095,0.751779079,Sub-Saharan Africa,0,4.8794,8.1632,0.6316,57.3,0.7598,-0.089,0.7746000000000001,0.0,0.314999834
Congo (Brazzaville),2021,5.342,8.117,0.636,58.221,0.695,-0.068,0.745,Sub-Saharan Africa,0,4.9800799668,8.221997461,0.6312456186000001,57.664896088,0.7336117028,-0.092934819,0.7567558158,0.0,0.36192003319999966
Congo (Kinshasa),2017,4.311,6.966,0.67,52.9,0.704,0.068,0.809,Sub-Saharan Africa,0,4.311,6.966,0.67,52.9,0.704,0.068,0.809,0.0,0.0
Congo (Kinshasa),2020,4.31099987,6.694256306,0.672159016,52.90000153,0.700793564,0.083637655,0.809403598,Sub-Saharan Africa,0,4.3294,6.9432,0.7906,52.076,0.5902,0.0034,0.8554,0.0,0.018400129999999848
Costa Rica,2017,7.225,9.858,0.922,71.1,0.936,-0.076,0.742,Latin America and Caribbean,1,7.225,9.858,0.922,71.1,0.936,-0.076,0.742,1.0,0.0
Costa Rica,2018,7.141,9.874,0.876,71.3,0.942,-0.107,0.781,Latin America and Caribbean,1,7.141,9.874,0.876,71.3,0.942,-0.107,0.781,1.0,0.0
Costa Rica,2019,6.998,9.885,0.906,71.5,0.927,-0.146,0.836,Latin America and Caribbean,1,6.998,9.885,0.906,71.5,0.927,-0.146,0.836,1.0,0.0
Costa Rica,2020,7.121399879,9.658156395,0.901545942,71.29985046,0.934738934,-0.10242971,0.786332428,Latin America and Caribbean,1,7.0708,9.8492,0.8966,71.1,0.917,-0.0839999999999999,0.7802,1.0,0.05059987899999996
Costa Rica,2021,7.069,9.88,0.891,71.4,0.934,-0.126,0.809,Latin America and Caribbean,1,7.1242799758,9.821031279,0.9013091884,71.21997009200001,0.9225477868,-0.092685942,0.7852664856,1.0,0.055279975800000436
Croatia,2017,5.343,10.189,0.77,69.6,0.716,-0.104,0.892,Central and Eastern Europe,1,5.343,10.189,0.77,69.6,0.716,-0.104,0.892,1.0,0.0
Croatia,2018,5.536,10.224,0.91,70.2,0.691,-0.151,0.925,Central and Eastern Europe,1,5.536,10.224,0.91,70.2,0.691,-0.151,0.925,1.0,0.0
Croatia,2019,5.626,10.258,0.936,70.8,0.739,-0.137,0.932,Central and Eastern Europe,1,5.626,10.258,0.936,70.8,0.739,-0.137,0.932,1.0,0.0
Croatia,2020,5.504700184,10.07087517,0.874623716,70.21490479,0.714838803,-0.128538325,0.916495264,Central and Eastern Europe,1,5.4254,10.1842,0.8364,69.6,0.7023999999999999,-0.1106,0.8964000000000001,1.0,0.13030000000000008
Croatia,2020,5.504700184,10.07087517,0.874623716,70.21490479,0.714838803,-0.128538325,0.916495264,Central and Eastern Europe,1,5.686,10.1966,0.8674,70.2,0.7309999999999999,-0.104,0.9188,1.0,0.13030000000000008
Croatia,2021,5.882,10.217,0.924,70.799,0.754,-0.118,0.939,Central and Eastern Europe,1,5.7035400368,10.181575034000002,0.8827247432,70.44298095799999,0.7395677606,-0.116707665,0.9252990528,1.0,0.1784599631999999
Cyprus,2017,6.062,10.539,0.819,73.5,0.812,0.043,0.851,Western Europe,2,6.062,10.539,0.819,73.5,0.812,0.043,0.851,2.0,0.0
Cyprus,2018,6.276,10.567,0.826,73.7,0.794,-0.022,0.848,Western Europe,2,6.276,10.567,0.826,73.7,0.794,-0.022,0.848,2.0,0.0
Cyprus,2019,6.137,10.585,0.776,73.9,0.74,-0.008,0.865,Western Europe,2,6.137,10.585,0.776,73.9,0.74,-0.008,0.865,2.0,0.0
Cyprus,2020,6.15899992,10.40570259,0.805996239,73.70222473,0.779858291,0.043731496,0.856271744,Western Europe,2,5.9418,10.5284,0.7954000000000001,73.5,0.7459999999999999,0.0194,0.8709999999999999,2.0,0.13509992000000048
Cyprus,2020,6.15899992,10.40570259,0.805996239,73.70222473,0.779858291,0.043731496,0.856271744,Western Europe,2,6.106,10.540349270615383,0.8026,73.7,0.773,0.0072574076307692,0.8555999999999999,2.0,0.13509992000000048
Cyprus,2021,6.223,10.576,0.802,73.898,0.763,-0.015,0.844,Western Europe,2,6.178799983999999,10.520289788615386,0.8065992478,73.780444946,0.7777716582,0.0220037068307692,0.8472543488,2.0,0.04420001600000045
Czech Republic,2017,6.79,10.558,0.901,69.8,0.832,-0.177,0.867,Central and Eastern Europe,1,6.79,10.558,0.901,69.8,0.832,-0.177,0.867,1.0,0.0
Czech Republic,2018,7.034,10.583,0.929,70.3,0.79,-0.292,0.851,Central and Eastern Europe,1,7.034,10.583,0.929,70.3,0.79,-0.292,0.851,1.0,0.0
Czech Republic,2020,6.910900116,10.40416336,0.914430678,70.04793549,0.818537354,-0.230861515,0.85844624,Central and Eastern Europe,1,6.7304,10.5202,0.91,69.372,0.8160000000000001,-0.196,0.8802,1.0,0.1392001159999996
Czech Republic,2020,6.910900116,10.40416336,0.914430678,70.04793549,0.818537354,-0.230861515,0.85844624,Central and Eastern Europe,1,6.813,10.537,0.9272000000000002,69.9,0.8371999999999999,-0.1878,0.8775999999999999,1.0,0.1392001159999996
Czech Republic,2021,6.965,10.556,0.947,70.807,0.858,-0.208,0.868,Central and Eastern Europe,1,6.873580023200001,10.518632672,0.9278861356,70.149587098,0.8393074708,-0.204772303,0.872089248,1.0,0.09141997679999925
Denmark,2017,7.594,10.916,0.952,72.1,0.955,0.155,0.181,Western Europe,2,7.594,10.916,0.952,72.1,0.955,0.155,0.181,2.0,0.0
Denmark,2018,7.649,10.935,0.958,72.4,0.935,0.018,0.151,Western Europe,2,7.649,10.935,0.958,72.4,0.935,0.018,0.151,2.0,0.0
Denmark,2019,7.693,10.954,0.958,72.7,0.963,0.02,0.174,Western Europe,2,7.693,10.954,0.958,72.7,0.963,0.02,0.174,2.0,0.0
Denmark,2020,7.645599842,10.77400112,0.955990791,72.40250397,0.951444268,0.066201776,0.168489456,Western Europe,2,7.6016,10.9172,0.9564,72.1,0.9484,0.1106,0.1814,2.0,0.04389984200000008
Denmark,2020,7.645599842,10.77400112,0.955990791,72.40250397,0.951444268,0.066201776,0.168489456,Western Europe,2,7.6018,10.923600000000002,0.9538,72.4,0.9478,0.0766,0.186,2.0,0.04389984200000008
Denmark,2021,7.62,10.933,0.954,72.7,0.946,0.03,0.179,Western Europe,2,7.619319968400001,10.897800224,0.9541981582,72.520500794,0.9484888536,0.0622403552,0.1776978911999999,2.0,0.0006800315999990758
Dominican Republic,2017,5.605,9.725,0.894,65.5,0.855,-0.121,0.76,Latin America and Caribbean,1,5.605,9.725,0.894,65.5,0.855,-0.121,0.76,1.0,0.0
Dominican Republic,2018,5.433,9.782,0.862,65.8,0.867,-0.15,0.762,Latin America and Caribbean,1,5.433,9.782,0.862,65.8,0.867,-0.15,0.762,1.0,0.0
Dominican Republic,2019,6.004,9.821,0.884,66.1,0.877,-0.123,0.746,Latin America and Caribbean,1,6.004,9.821,0.884,66.1,0.877,-0.123,0.746,1.0,0.0
Dominican Republic,2020,5.689199924,9.664880753,0.882085383,65.80748749,0.866202772,-0.131263286,0.755999923,Latin America and Caribbean,1,5.4686,9.7312,0.8855999999999999,65.5,0.8656,-0.1078,0.752,1.0,0.20999992400000034
Dominican Republic,2020,5.689199924,9.664880753,0.882085383,65.80748749,0.866202772,-0.131263286,0.755999923,Latin America and Caribbean,1,5.4898,9.7642,0.8682000000000001,65.8,0.8613999999999999,-0.1204,0.7282,1.0,0.20999992400000034
Dominican Republic,2021,5.545,9.802,0.853,66.102,0.86,-0.133,0.714,Latin America and Caribbean,1,5.5798399848,9.7589761506,0.8656170766000001,65.92149749800001,0.8600405544,-0.1306526572,0.7319999846,1.0,0.0348399848000005
Ecuador,2017,5.84,9.36,0.849,68.2,0.879,-0.167,0.734,Latin America and Caribbean,1,5.84,9.36,0.849,68.2,0.879,-0.167,0.734,1.0,0.0
Ecuador,2018,6.128,9.355,0.851,68.5,0.869,-0.099,0.831,Latin America and Caribbean,1,6.128,9.355,0.851,68.5,0.869,-0.099,0.831,1.0,0.0
Ecuador,2019,5.809,9.339,0.808,68.8,0.83,-0.115,0.839,Latin America and Caribbean,1,5.809,9.339,0.808,68.8,0.83,-0.115,0.839,1.0,0.0
Ecuador,2020,5.925199986,9.246058464,0.836418986,68.50003815,0.859828949,-0.127014965,0.801215112,Latin America and Caribbean,1,5.9712000000000005,9.3586,0.8412,68.2,0.845,-0.102,0.7687999999999999,1.0,0.06100000000000039
Ecuador,2020,5.925199986,9.246058464,0.836418986,68.50003815,0.859828949,-0.127014965,0.801215112,Latin America and Caribbean,1,5.8492,9.3306,0.8308,68.5,0.8506,-0.1106,0.8065999999999999,1.0,0.06100000000000039
Ecuador,2021,5.764,9.313,0.821,68.8,0.842,-0.124,0.843,Latin America and Caribbean,1,5.8112399972,9.3088116928,0.8296837972000001,68.62000763,0.8533657898,-0.133002993,0.8120430223999999,1.0,0.04723999720000016
Egypt,2017,3.929,9.307,0.638,61.4,0.593,-0.152,0.8112726879000001,Middle East and North Africa,1,3.929,9.307,0.638,61.4,0.593,-0.152,0.8112726879000001,1.0,0.0
Egypt,2018,4.005,9.338,0.759,61.7,0.682,-0.215,0.8112726879000001,Middle East and North Africa,1,4.005,9.338,0.759,61.7,0.682,-0.215,0.8112726879000001,1.0,0.0
Egypt,2019,4.328,9.373,0.772,62.0,0.774,-0.199,0.8112726879000001,Middle East and North Africa,1,4.328,9.373,0.772,62.0,0.774,-0.199,0.8112726879000001,1.0,0.0
Egypt,2020,4.151400089,9.316541672,0.735447824,61.78015137,0.708354175,-0.196878314,0.787726879,Middle East and North Africa,1,4.3164,9.3142,0.7416,61.4,0.6728,-0.1592,0.78716361274,1.0,0.1358999110000001
Egypt,2020,4.151400089,9.316541672,0.735447824,61.78015137,0.708354175,-0.196878314,0.787726879,Middle East and North Africa,1,4.2582,9.3376,0.7302,61.7,0.6950000000000001,-0.1638,0.81261815032,1.0,0.1358999110000001
Egypt,2021,4.283,9.367,0.75,61.998,0.749,-0.182,0.795,Middle East and North Africa,1,4.1770800178,9.3435083344,0.7154895648,61.836030274,0.7054708350000001,-0.1749756628,0.80656352612,1.0,0.10591998220000054
El Salvador,2017,6.339,9.042,0.829,65.8,0.758,-0.172,0.778,Latin America and Caribbean,1,6.339,9.042,0.829,65.8,0.758,-0.172,0.778,1.0,0.0
El Salvador,2018,6.241,9.061,0.82,66.1,0.863,-0.095,0.801,Latin America and Caribbean,1,6.241,9.061,0.82,66.1,0.863,-0.095,0.801,1.0,0.0
El Salvador,2019,6.455,9.08,0.764,66.4,0.877,-0.109,0.682,Latin America and Caribbean,1,6.455,9.08,0.764,66.4,0.877,-0.109,0.682,1.0,0.0
El Salvador,2020,6.34829998,8.909075737,0.806092262,66.10826111,0.833805263,-0.121072978,0.754319906,Latin America and Caribbean,1,6.2386,9.0426,0.7995999999999999,65.8,0.8061999999999999,-0.1433999999999999,0.7726,1.0,0.16529998000000035
El Salvador,2020,6.34829998,8.909075737,0.806092262,66.10826111,0.833805263,-0.121072978,0.754319906,Latin America and Caribbean,1,6.1274,9.0454,0.7806,66.1,0.8444,-0.1374,0.7282,1.0,0.16529998000000035
El Salvador,2021,6.061,9.054,0.762,66.402,0.888,-0.11,0.688,Latin America and Caribbean,1,6.169059996,9.0222151474,0.7830184524,66.221652222,0.8511610526,-0.1246145955999999,0.7196639812000001,1.0,0.10805999599999971
Estonia,2017,5.938,10.429,0.936,68.4,0.862,-0.101,0.668,Central and Eastern Europe,1,5.938,10.429,0.936,68.4,0.862,-0.101,0.668,1.0,0.0
Estonia,2018,6.091,10.472,0.933,68.6,0.886,-0.141,0.621,Central and Eastern Europe,1,6.091,10.472,0.933,68.6,0.886,-0.141,0.621,1.0,0.0
Estonia,2019,6.035,10.511,0.934,68.8,0.887,-0.096,0.576,Central and Eastern Europe,1,6.035,10.511,0.934,68.8,0.887,-0.096,0.576,1.0,0.0
Estonia,2020,6.021800041,10.34001732,0.934729993,68.60495758,0.87770915,-0.111697771,0.623073816,Central and Eastern Europe,1,5.8686,10.4268,0.9318,68.4,0.8586,-0.1302,0.6146,1.0,0.08240000000000025
Estonia,2020,6.021800041,10.34001732,0.934729993,68.60495758,0.87770915,-0.111697771,0.623073816,Central and Eastern Europe,1,6.0334,10.449000000000002,0.9398000000000002,68.6,0.8864000000000001,-0.1137999999999999,0.5804,1.0,0.08240000000000025
Estonia,2021,6.189,10.481,0.941,68.8,0.909,-0.106,0.527,Central and Eastern Europe,1,6.1077600082,10.442203464,0.9391459986,68.680991516,0.89334183,-0.1063395541999999,0.5772147632000001,1.0,0.08123999180000041
Ethiopia,2017,4.18,7.612,0.734,58.0,0.717,0.001,0.757,Sub-Saharan Africa,0,4.18,7.612,0.734,58.0,0.717,0.001,0.757,0.0,0.0
Ethiopia,2018,4.379,7.651,0.74,58.5,0.74,0.039,0.799,Sub-Saharan Africa,0,4.379,7.651,0.74,58.5,0.74,0.039,0.799,0.0,0.0
Ethiopia,2019,4.1,7.705,0.748,59.0,0.754,0.053,0.732,Sub-Saharan Africa,0,4.1,7.705,0.748,59.0,0.754,0.053,0.732,0.0,0.0
Ethiopia,2020,4.186200142,7.509385586,0.743307352,58.63959122,0.740795195,0.043377332,0.753690004,Sub-Saharan Africa,0,4.306,7.5998,0.7134,58.0,0.7516,0.0487999999999999,0.7116,0.0,0.11739985800000019
Ethiopia,2020,4.186200142,7.509385586,0.743307352,58.63959122,0.740795195,0.043377332,0.753690004,Sub-Saharan Africa,0,4.3012,7.6452,0.7527999999999999,58.5,0.7447999999999999,0.0638,0.7549999999999999,0.0,0.11739985800000019
Ethiopia,2021,4.275,7.694,0.764,59.0,0.752,0.082,0.761,Sub-Saharan Africa,0,4.278840028399999,7.637677117200001,0.7576614704,58.727918244,0.744159039,0.0648754664,0.7651380008,0.0,0.0038400283999990847
Finland,2017,7.788,10.768,0.964,71.8,0.962,-0.002,0.192,Western Europe,2,7.788,10.768,0.964,71.8,0.962,-0.002,0.192,2.0,0.0
Finland,2018,7.858,10.783,0.962,71.9,0.938,-0.127,0.199,Western Europe,2,7.858,10.783,0.962,71.9,0.938,-0.127,0.199,2.0,0.0
Finland,2019,7.78,10.792,0.937,72.0,0.948,-0.052,0.195,Western Europe,2,7.78,10.792,0.937,72.0,0.948,-0.052,0.195,2.0,0.0
Finland,2020,7.808700085,10.63926697,0.954329729,71.9008255,0.949172199,-0.059482019,0.195444584,Western Europe,2,7.706799999999999,10.759800000000002,0.953,71.8,0.9451999999999998,-0.0194,0.2118,2.0,0.05780008500000022
Finland,2020,7.808700085,10.63926697,0.954329729,71.9008255,0.949172199,-0.059482019,0.195444584,Western Europe,2,7.795,10.7666,0.9558,71.9,0.9516,-0.0648,0.2,2.0,0.05780008500000022
Finland,2021,7.842,10.775,0.954,72.0,0.949,-0.098,0.186,Western Europe,2,7.824740017000001,10.746453394,0.9558659458,71.94016509999999,0.9518344398,-0.0712964037999999,0.1890889168,2.0,0.01725998299999887
France,2017,6.635,10.711,0.931,73.6,0.834,-0.123,0.601,Western Europe,2,6.635,10.711,0.931,73.6,0.834,-0.123,0.601,2.0,0.0
France,2018,6.666,10.727,0.921,73.8,0.816,-0.138,0.582,Western Europe,2,6.666,10.727,0.921,73.8,0.816,-0.138,0.582,2.0,0.0
France,2019,6.69,10.74,0.958,74.0,0.827,-0.133,0.568,Western Europe,2,6.69,10.74,0.958,74.0,0.827,-0.133,0.568,2.0,0.0
France,2020,6.663799763,10.58422279,0.937103748,73.80193329,0.825467646,-0.130641967,0.583521128,Western Europe,2,6.5648,10.71,0.9182,73.6,0.8161999999999999,-0.1248,0.603,2.0,0.06339976300000005
France,2020,6.663799763,10.58422279,0.937103748,73.80193329,0.825467646,-0.130641967,0.583521128,Western Europe,2,6.636,10.7022,0.9284,73.8,0.8173999999999999,-0.1308,0.5878,2.0,0.06339976300000005
France,2021,6.69,10.704,0.942,74.0,0.822,-0.147,0.571,Western Europe,2,6.673759952599999,10.681044558,0.9388207496,73.88038665799999,0.8250935291999999,-0.1387283934,0.5799042256,2.0,0.016240047400001068
Gabon,2017,4.782,9.616,0.807,59.2,0.652,-0.228,0.868,Sub-Saharan Africa,0,4.782,9.616,0.807,59.2,0.652,-0.228,0.868,0.0,0.0
Gabon,2018,4.783,9.599,0.785,59.7,0.719,-0.197,0.823,Sub-Saharan Africa,0,4.783,9.599,0.785,59.7,0.719,-0.197,0.823,0.0,0.0
Gabon,2019,4.914,9.607,0.763,60.2,0.736,-0.203,0.846,Sub-Saharan Africa,0,4.914,9.607,0.763,60.2,0.736,-0.203,0.846,0.0,0.0
Gabon,2020,4.829299927,9.680537224,0.787886858,59.71533966,0.704829216,-0.222261623,0.849150956,Sub-Saharan Africa,0,4.7944,9.622,0.7782,59.2,0.6954,-0.2052,0.8442000000000001,0.0,0.034899926999999664
Gabon,2021,4.852,9.603,0.776,59.962,0.731,-0.2,0.84,Sub-Saharan Africa,0,4.8280599854,9.6283074448,0.7845773716,59.503067932,0.7021658432000001,-0.2108523246,0.8406301912,0.0,0.023940014599999948
Gambia,2017,4.118,7.637,0.697,54.7,0.812,0.111,0.572,Sub-Saharan Africa,0,4.118,7.637,0.697,54.7,0.812,0.111,0.572,0.0,0.0
Gambia,2018,4.922,7.671,0.685,55.0,0.719,0.44,0.691,Sub-Saharan Africa,0,4.922,7.671,0.685,55.0,0.719,0.44,0.691,0.0,0.0
Gambia,2019,5.164,7.699,0.694,55.3,0.677,0.41,0.798,Sub-Saharan Africa,0,5.164,7.699,0.694,55.3,0.677,0.41,0.798,0.0,0.0
Gambia,2020,4.750599861,7.321814537,0.6931687,55.0120163,0.733163178,0.343198717,0.690717816,Sub-Saharan Africa,0,4.777059985399999,8.4581074448,0.7279773716,56.93546793200001,0.7287658432,0.1077476753999999,0.7500301911999999,0.0,0.026460124399998897
Gambia,2021,5.051,7.686,0.69,55.16,0.697,0.424,0.746,Sub-Saharan Africa,0,4.7613199722,7.9863629074,0.70903374,55.994803260000005,0.7344326355999999,0.2208397433999999,0.7183435632,0.0,0.28968002780000024
Georgia,2017,4.451,9.517,0.59,64.7,0.821,-0.244,0.59,Commonwealth of Independent States,1,4.451,9.517,0.59,64.7,0.821,-0.244,0.59,1.0,0.0
Georgia,2018,4.659,9.565,0.617,64.5,0.775,-0.233,0.755,Commonwealth of Independent States,1,4.659,9.565,0.617,64.5,0.775,-0.233,0.755,1.0,0.0
Georgia,2019,4.892,9.617,0.675,64.3,0.811,-0.26,0.647,Commonwealth of Independent States,1,4.892,9.617,0.675,64.3,0.811,-0.26,0.647,1.0,0.0
Georgia,2020,4.672599792,9.226100922,0.629033029,64.49520874,0.801641524,-0.22892037,0.665944695,Commonwealth of Independent States,1,4.5144,9.522200000000002,0.5864,64.7,0.7306,-0.2381999999999999,0.611,1.0,0.10009999999999986
Georgia,2020,4.672599792,9.226100922,0.629033029,64.49520874,0.801641524,-0.22892037,0.665944695,Commonwealth of Independent States,1,4.7146,9.5476,0.6266,64.5,0.7554000000000001,-0.2414,0.6272,1.0,0.10009999999999986
Georgia,2021,4.891,9.585,0.671,64.3,0.783,-0.238,0.655,Commonwealth of Independent States,1,4.7595199584,9.4988201844,0.6458066057999999,64.41904174800001,0.7945283048,-0.237384074,0.648188939,1.0,0.1314800415999997
Germany,2017,7.074,10.878,0.892,71.9,0.841,0.145,0.414,Western Europe,2,7.074,10.878,0.892,71.9,0.841,0.145,0.414,2.0,0.0
Germany,2018,7.118,10.89,0.92,72.2,0.877,0.034,0.496,Western Europe,2,7.118,10.89,0.92,72.2,0.877,0.034,0.496,2.0,0.0
Germany,2019,7.035,10.893,0.886,72.5,0.885,0.057,0.462,Western Europe,2,7.035,10.893,0.886,72.5,0.885,0.057,0.462,2.0,0.0
Germany,2020,7.075799942,10.7328186,0.898874462,72.20201874,0.867371082,0.080179386,0.456422031,Western Europe,2,7.027600000000001,10.8726,0.906,71.9,0.8725999999999999,0.1124,0.446,2.0,0.027499999999999858
Germany,2020,7.075799942,10.7328186,0.898874462,72.20201874,0.867371082,0.080179386,0.456422031,Western Europe,2,7.082600000000001,10.8704,0.9018,72.2,0.8676,0.0648,0.4484,2.0,0.027499999999999858
Germany,2021,7.155,10.873,0.903,72.5,0.875,0.011,0.46,Western Europe,2,7.122959988400001,10.84536372,0.9003748924,72.32040374800002,0.8668742164,0.0512358772,0.4504844062,2.0,0.032040011599999474
Ghana,2017,5.481,8.517,0.669,56.8,0.783,0.079,0.839,Sub-Saharan Africa,0,5.481,8.517,0.669,56.8,0.783,0.079,0.839,0.0,0.0
Ghana,2018,5.004,8.555,0.761,57.2,0.817,0.062,0.846,Sub-Saharan Africa,0,5.004,8.555,0.761,57.2,0.817,0.062,0.846,0.0,0.0
Ghana,2019,4.967,8.596,0.746,57.6,0.787,0.116,0.857,Sub-Saharan Africa,0,4.967,8.596,0.746,57.6,0.787,0.116,0.857,0.0,0.0
Ghana,2020,5.147999763,8.350645065,0.728601098,57.20398712,0.794796526,0.094170853,0.847964764,Sub-Saharan Africa,0,4.7904,8.5154,0.7020000000000001,56.8,0.798,0.0618,0.8762000000000001,0.0,0.22429976299999943
Ghana,2020,5.147999763,8.350645065,0.728601098,57.20398712,0.794796526,0.094170853,0.847964764,Sub-Saharan Africa,0,5.057,8.543600000000001,0.6932,57.2,0.7924,0.1093999999999999,0.8565999999999999,0.0,0.22429976299999943
Ghana,2021,5.088,8.58,0.727,57.586,0.807,0.123,0.848,Sub-Saharan Africa,0,5.183799952599999,8.521729013,0.7095202196,57.360797424,0.8011593052,0.1102341706,0.8473929527999999,0.0,0.0957999525999993
Greece,2017,5.148,10.278,0.753,72.2,0.438,-0.29,0.872,Western Europe,2,5.148,10.278,0.753,72.2,0.438,-0.29,0.872,2.0,0.0
Greece,2018,5.409,10.299,0.794,72.4,0.564,-0.335,0.86,Western Europe,2,5.409,10.299,0.794,72.4,0.564,-0.335,0.86,2.0,0.0
Greece,2019,5.952,10.319,0.891,72.6,0.614,-0.289,0.848,Western Europe,2,5.952,10.319,0.891,72.6,0.614,-0.289,0.848,2.0,0.0
Greece,2020,5.514999866,10.13232613,0.814380348,72.40525818,0.541345119,-0.300907373,0.859931409,Western Europe,2,5.486999999999999,10.2832,0.8152000000000001,72.2,0.526,-0.2892,0.8603999999999999,2.0,0.01650000000000018
Greece,2020,5.514999866,10.13232613,0.814380348,72.40525818,0.541345119,-0.300907373,0.859931409,Western Europe,2,5.52,10.2744,0.804,72.4,0.5326,-0.283,0.8484,2.0,0.01650000000000018
Greece,2021,5.723,10.279,0.823,72.6,0.582,-0.288,0.823,Western Europe,2,5.5623999732,10.248665226,0.8062760696,72.481051636,0.5444690238,-0.2911814746,0.8407862818,2.0,0.16060002680000007
Guatemala,2017,6.325,9.026,0.826,64.5,0.915,-0.059,0.8,Latin America and Caribbean,1,6.325,9.026,0.826,64.5,0.915,-0.059,0.8,1.0,0.0
Guatemala,2018,6.627,9.042,0.841,64.8,0.91,-0.01,0.765,Latin America and Caribbean,1,6.627,9.042,0.841,64.8,0.91,-0.01,0.765,1.0,0.0
Guatemala,2019,6.262,9.064,0.774,65.1,0.901,-0.062,0.773,Latin America and Caribbean,1,6.262,9.064,0.774,65.1,0.901,-0.062,0.773,1.0,0.0
